 ,Area,Mean,Min,Max,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
28,0.901,105.994,63.347,180.000,-70.017,0.275,6.414,544,1516,109.983,4.441E-16,0.000,0.000,NaN,6.414
29,0.751,43.158,15.771,80.751,-52.386,0.339,5.274,591,1521,127.614,4.441E-16,0.000,0.000,NaN,5.274
30,0.769,77.045,46.787,152.710,-32.905,0.314,5.548,607,1428,147.095,4.441E-16,0.000,0.000,NaN,5.548
31,0.919,105.284,64.000,196.000,-51.710,0.263,6.632,643,1510,128.290,0.000,0.000,0.000,NaN,6.632
32,0.919,99.575,39.556,152.328,-12.011,0.267,6.582,725,1552,167.989,0.000,0.000,0.000,NaN,6.582
33,1.107,38.710,10.948,98.912,28.768,0.219,7.970,831,844,28.768,0.000,0.000,0.000,NaN,7.970
34,0.826,67.821,27.557,126.982,-44.061,0.297,5.909,687,679,135.939,4.441E-16,0.000,0.000,NaN,5.909
35,0.957,27.785,11.000,64.920,-3.434,0.255,6.862,636,728,176.566,0.000,0.000,0.000,NaN,6.862
36,1.482,58.066,18.426,134.189,-31.849,0.164,10.644,412,631,148.151,0.000,0.000,0.000,NaN,10.644
37,0.882,66.532,31.304,132.972,-19.231,0.285,6.239,256,521,160.769,2.220E-16,0.000,0.000,NaN,6.239
38,0.882,34.725,8.195,106.408,-66.801,0.283,6.260,1108,1074,113.199,4.441E-16,0.000,0.000,NaN,6.260
39,0.807,50.129,20.020,76.388,-45.000,0.300,5.812,1048,1066,135.000,0.000,0.000,0.000,NaN,5.812
40,0.919,68.772,25.781,124.000,-21.801,0.262,6.639,1271,1184,158.199,0.000,0.000,0.000,NaN,6.639
41,0.995,82.153,33.888,126.592,-36.431,0.244,7.151,1324,1158,143.569,0.000,0.000,0.000,NaN,7.151
42,1.032,26.492,6.596,60.000,-32.800,0.241,7.334,1801,2265,147.200,0.000,0.000,0.000,NaN,7.334
43,1.051,35.398,12.000,95.691,7.253,0.229,7.595,2375,2080,7.253,0.000,0.000,0.000,NaN,7.595
44,0.769,54.266,14.050,118.454,-12.995,0.322,5.483,2111,2048,167.005,0.000,0.000,0.000,NaN,5.483
45,0.995,63.595,19.723,107.689,-61.477,0.243,7.172,2457,2052,118.523,0.000,0.000,0.000,NaN,7.172
46,0.844,21.567,10.529,48.000,-13.092,0.290,6.048,2050,2560,166.908,0.000,0.000,0.000,NaN,6.048
47,0.938,39.077,15.643,92.105,-53.366,0.266,6.658,2281,2325,126.634,0.000,0.000,0.000,NaN,6.658
48,1.070,49.583,13.204,130.000,-55.176,0.228,7.676,2389,2600,124.824,0.000,0.000,0.000,NaN,7.676
49,0.863,41.539,13.293,88.223,-14.036,0.281,6.213,1942,2078,165.964,0.000,0.000,0.000,NaN,6.213
50,1.145,33.549,16.080,64.160,-51.044,0.210,8.279,2677,2561,128.956,0.000,0.000,0.000,NaN,8.279
51,1.276,47.612,19.254,90.724,-61.526,0.190,9.194,2821,2318,118.474,0.000,0.000,0.000,NaN,9.194
52,0.694,43.944,21.944,88.000,-14.421,0.356,4.950,2743,2444,165.579,0.000,0.000,0.000,NaN,4.950
53,0.751,52.719,12.667,119.609,-21.251,0.337,5.291,2927,2492,158.749,0.000,0.000,0.000,NaN,5.291
54,0.938,37.507,6.187,169.000,-34.992,0.264,6.689,3025,2489,145.008,0.000,0.000,0.000,NaN,6.689
55,1.088,37.539,11.844,77.000,-20.674,0.227,7.760,2638,2958,159.326,4.441E-16,0.000,0.000,NaN,7.760
56,1.051,58.907,28.463,100.699,-33.111,0.233,7.523,2551,2910,146.889,4.441E-16,0.000,0.000,NaN,7.523
57,1.314,23.406,7.333,72.000,-31.390,0.184,9.468,2946,2988,148.610,0.000,0.000,0.000,NaN,9.468
58,1.088,72.602,28.375,158.323,-17.475,0.227,7.755,2459,2589,162.525,0.000,0.000,0.000,NaN,7.755
59,1.801,34.535,11.158,72.000,-25.489,0.133,13.051,2813,2668,154.511,0.000,0.000,0.000,NaN,13.051
60,1.051,45.872,12.212,105.058,-111.413,0.234,7.504,3060,2901,68.587,0.000,0.000,0.000,NaN,7.504
61,0.901,36.738,12.662,69.975,-64.537,0.279,6.372,3388,3044,115.463,0.000,0.000,0.000,NaN,6.372
62,1.088,44.045,21.293,77.000,-54.926,0.221,7.867,3317,3050,125.074,0.000,0.000,0.000,NaN,7.867
63,0.995,26.239,6.500,55.484,-37.972,0.246,7.125,3029,3264,142.028,0.000,0.000,0.000,NaN,7.125
64,1.576,62.560,12.920,143.705,-40.601,0.153,11.367,3166,3378,139.399,8.882E-16,0.000,0.000,NaN,11.367
65,1.163,71.233,23.470,206.000,-31.608,0.209,8.364,3339,3522,148.392,4.441E-16,0.000,0.000,NaN,8.364
66,0.863,33.665,19.769,88.000,-35.096,0.283,6.195,3557,3442,144.904,0.000,0.000,0.000,NaN,6.195
67,1.107,20.330,5.103,61.172,0.988,0.220,7.946,3637,2942,0.988,0.000,0.000,0.000,NaN,7.946
68,0.769,68.066,29.940,147.027,-46.005,0.317,5.522,2462,2744,133.995,0.000,0.000,0.000,NaN,5.522
69,0.863,58.835,30.000,133.600,-20.854,0.286,6.157,2580,2757,159.146,0.000,0.000,0.000,NaN,6.157
70,1.070,89.405,24.939,199.166,-15.524,0.228,7.677,2250,2633,164.476,0.000,0.000,0.000,NaN,7.677
71,0.694,44.623,14.883,104.759,-12.875,0.361,4.918,2701,2218,167.125,0.000,0.000,0.000,NaN,4.918
72,0.769,54.015,37.500,94.760,-23.385,0.317,5.522,2617,2837,156.615,0.000,0.000,0.000,NaN,5.522
73,1.239,88.122,29.502,180.314,-18.997,0.199,8.837,1884,2402,161.003,0.000,0.000,0.000,NaN,8.837
74,0.976,64.397,22.928,134.433,-14.859,0.254,6.945,2128,1830,165.141,0.000,0.000,0.000,NaN,6.945
75,0.995,40.428,13.476,95.000,-20.171,0.244,7.151,2224,1819,159.829,0.000,0.000,0.000,NaN,7.151
