 ,Area,Mean,Min,Max,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
20,1.313,42.933,8.143,83.000,-59.744,0.472,5.912,1043.000,1250.000,120.256,0.000,0.000,0.000,NaN,5.912
21,1.539,47.531,24.793,74.667,-78.518,0.401,6.948,1191.000,1432.000,101.482,0.000,0.000,0.000,NaN,6.948
22,1.584,65.212,40.221,95.000,-62.676,0.386,7.185,1272.500,1424.000,117.324,4.441E-16,0.000,0.000,NaN,7.185
23,1.584,53.381,18.959,132.000,-98.489,0.383,7.207,1283.000,1261.500,81.511,0.000,0.000,0.000,NaN,7.207
24,1.358,74.817,36.711,110.854,-114.775,0.460,6.093,1633.000,1240.000,65.225,0.000,0.000,0.000,NaN,6.093
25,1.268,72.470,52.922,111.000,-118.443,0.472,5.807,1337.000,1154.000,61.557,0.000,0.000,0.000,NaN,5.807
26,1.086,47.203,0.000,188.000,-105.255,0.580,4.852,1472.000,912.000,74.745,0.000,0.000,0.000,NaN,4.852
27,1.539,93.548,63.430,171.000,-118.887,0.389,7.047,1522.000,971.000,61.113,4.441E-16,0.000,0.000,NaN,7.047
28,1.403,73.701,38.467,107.000,-86.186,0.431,6.397,1493.000,1070.000,93.814,5.551E-17,0.000,0.000,NaN,6.397
29,1.403,85.475,29.978,153.249,-111.448,0.430,6.401,1545.000,1143.000,68.552,0.000,0.000,0.000,NaN,6.401
30,1.222,73.064,49.000,122.000,-87.797,0.501,5.536,1540.000,1152.000,92.203,0.000,0.000,0.000,NaN,5.536
31,1.313,55.956,31.000,97.000,-140.711,0.451,6.048,1526.000,1243.000,39.289,0.000,0.000,0.000,NaN,6.048
32,1.086,94.263,75.248,123.688,-59.036,0.554,4.963,1600.000,1076.000,120.964,0.000,0.000,0.000,NaN,4.963
33,1.539,115.996,76.736,161.000,-75.964,0.393,7.018,1553.000,1020.000,104.036,0.000,0.000,0.000,NaN,7.018
34,1.222,96.198,52.254,136.734,-76.504,0.513,5.470,1538.000,1079.000,103.496,2.220E-16,0.000,0.000,NaN,5.470
35,1.358,74.718,31.118,145.000,-33.690,0.453,6.137,1536.000,1122.000,146.310,0.000,0.000,0.000,NaN,6.137
36,1.313,65.905,16.878,136.918,-45.000,0.456,6.018,1350.000,908.000,135.000,0.000,0.000,0.000,NaN,6.018
37,1.313,58.239,19.347,103.000,-39.289,0.451,6.048,1267.000,1102.000,140.711,4.441E-16,0.000,0.000,NaN,6.048
38,1.177,71.265,36.360,115.000,-53.130,0.523,5.319,1370.000,1293.000,126.870,0.000,0.000,0.000,NaN,5.319
39,0.996,81.428,32.143,168.000,-48.814,0.612,4.523,1418.000,803.000,131.186,0.000,0.000,0.000,NaN,4.523
