 ,Area,Mean,Min,Max,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
98,2.441,20.519,0.000,151.250,-24.444,0.538,7.552,732.500,1734.500,155.556,0.000,0.000,0.000,NaN,7.552
99,2.344,38.964,12.174,125.000,-46.736,0.553,7.295,607.500,1760.500,133.264,0.000,0.000,0.000,NaN,7.295
100,4.004,19.675,3.000,52.625,-40.986,0.316,12.626,842.000,1722.000,139.014,0.000,0.000,0.000,NaN,12.626
101,3.027,30.948,9.262,65.000,-40.914,0.439,9.304,827.500,1877.500,139.086,0.000,0.000,0.000,NaN,9.304
102,3.125,16.712,0.000,95.500,-44.341,0.425,9.613,860.500,1672.500,135.659,0.000,0.000,0.000,NaN,9.613
103,2.051,12.417,0.000,33.000,-37.999,0.640,6.345,668.000,1936.000,142.001,0.000,0.000,0.000,NaN,6.345
104,2.246,37.159,7.812,114.500,-48.691,0.599,6.864,617.500,1931.000,131.309,0.000,0.000,0.000,NaN,6.864
105,2.344,34.438,6.956,75.409,-41.424,0.587,7.085,763.000,1946.500,138.576,4.441E-16,0.000,0.000,NaN,7.085
106,1.562,64.373,32.400,120.000,-46.332,0.869,4.752,756.000,1909.000,133.668,0.000,0.000,0.000,NaN,4.752
107,2.148,59.730,27.127,101.500,-32.152,0.647,6.459,723.500,1919.000,147.848,0.000,0.000,0.000,NaN,6.459
108,1.953,0.558,0.000,4.500,-36.254,0.726,5.813,870.500,1977.500,143.746,0.000,0.000,0.000,NaN,5.813
109,2.344,18.082,6.115,63.000,-27.121,0.569,7.198,942.500,1912.500,152.879,0.000,0.000,0.000,NaN,7.198
110,2.051,55.583,27.475,98.925,-49.086,0.670,6.203,855.500,1920.000,130.914,0.000,0.000,0.000,NaN,6.203
111,2.832,44.936,14.306,106.500,22.932,0.457,8.822,867.500,1889.000,22.932,0.000,0.000,0.000,NaN,8.822
112,1.465,15.417,7.918,25.347,-23.749,1.000,4.268,946.000,1841.000,156.251,0.000,0.000,0.000,NaN,4.268
113,2.539,46.369,17.612,89.000,-35.272,0.518,7.847,816.000,1846.000,144.728,0.000,0.000,0.000,NaN,7.847
114,1.660,26.763,13.875,55.000,-14.931,0.886,4.851,806.000,1815.500,165.069,0.000,0.000,0.000,NaN,4.851
115,2.441,53.040,21.000,99.500,-41.634,0.542,7.526,784.500,1996.000,138.366,0.000,0.000,0.000,NaN,7.526
116,2.148,39.230,13.524,82.000,-32.574,0.606,6.675,802.000,2032.000,147.426,4.441E-16,0.000,0.000,NaN,6.675
117,1.953,5.560,0.000,17.000,-35.362,0.696,5.940,697.500,2031.500,144.638,0.000,0.000,0.000,NaN,5.940
